key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
8,"InstanceContentType#2",0,90,False,"","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1d210/dunsea1d210",3998421,8,"Colosseum#0",False,"","","BNpcBase#1279","Meet a Longstop ally","Arrive in the heart of the Longstop",7,4200,5300,0,0,26960,47900,0,0,0,11980,20970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59900,900,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,81,0,0,21,0,False,0,0
9,"InstanceContentType#2",0,90,False,"","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1d310/dunwil1d310",4064743,9,"Colosseum#0",False,"","","BNpcBase#1570","Clear the Oratory of Tatamefu II","A statuette has already been placed.",8,4500,6200,0,0,31320,55700,0,0,0,13920,24360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69600,1200,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,22,0,False,0,0
10,"InstanceContentType#2",0,90,False,"","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1d310/dunsea1d310",4177426,10,"Colosseum#0",False,"","","BNpcBase#1547","Clear Still Waters","Obtain lantern oil",13,0,0,30,0,24460,0,10,0,0,10870,19030,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,"InstanceContentRewardItem#2",40,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,23,0,False,0,0
11,"InstanceContentType#2",0,90,False,"","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunroc/dunroc1d110/dunroc1d110",4239689,11,"Colosseum#0",False,"","","BNpcBase#1680","Secure the barbican","Defeat Isgebind",10,5100,8400,0,0,42390,75400,0,0,0,18840,32970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94200,1800,"InstanceContentRewardItem#14",100,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,44,0,24,0,False,0,0
12,"InstanceContentType#2",0,90,False,"","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1r110/dunwil1r110",3690171,12,"Colosseum#0",False,"","","BNpcBase#1590","Slay all the enemies","Clear the Sunken Antechamber",9,4800,7500,0,0,37850,67300,0,0,0,16820,29440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84100,1500,"InstanceContentRewardItem#13",100,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,25,0,False,0,0
13,"InstanceContentType#2",0,90,False,"","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunroc/dunroc1r110/dunroc1r110",4229622,13,"Colosseum#0",False,"","","BNpcBase#1396","Open the grand hall gate","Deactivate the level IV magitek field",11,5400,8900,0,0,44820,79700,0,0,0,19920,34860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99600,2100,"InstanceContentRewardItem#5",100,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,26,0,False,0,0
14,"InstanceContentType#2",0,90,False,"","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1d310/dunfst1d310",4246570,14,"Colosseum#0",False,"","","BNpcBase#1696","Clear the Gier Hall","Defeat Anantaboga",16,0,0,30,0,27520,0,10,0,0,12230,21400,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,"InstanceContentRewardItem#9",45,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,27,0,False,0,0
15,"InstanceContentType#2",0,90,False,"music/ffxiv/BGM_Con_Teikoku_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1d401/dunwil1d401",9088363,15,"Colosseum#0",False,"","","BNpcBase#0","Arrive at the central crossing","How can this be...? R-Reinforcements! We need more reinforcements!",14,0,0,100,0,77666,0,100,0,0,34518,60407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,"InstanceContentRewardItem#16",80,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,86,47,0,28,0,False,0,0
16,"InstanceContentType#2",0,120,False,"music/ffxiv/BGM_Con_Teikoku_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1d502/dunwil1d502",9058465,16,"Colosseum#0",False,"","","BNpcBase#0","I have taken the liberty of preparing an <Emphasis>electrifying</Emphasis> stage for you.","Here it is. If you'd care to take the van, I'll follow after I've had a look around.",15,0,0,100,0,159000,0,200,0,0,24460,14680,17120,0,29350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,"InstanceContentRewardItem#17",180,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,58,0,False,0,77,49,0,0,0,False,0,0
17,"InstanceContentType#2",0,90,False,,"music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1d410/dunsea1d410",4378111,17,"Colosseum#0",False,"","","BNpcBase#2265","Clear the aether pump","L-Land!? Land ho! Diamanda, I've come...urgh...home...",17,0,0,40,0,27520,0,15,0,0,12230,21400,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,"InstanceContentRewardItem#8",45,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,30,0,False,0,0
18,"InstanceContentType#2",0,90,False,"music/ffxiv/BGM_Rade_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1d610/dunwil1d610",4481318,18,"Colosseum#0",False,"","","BNpcBase#2289","Clear the Screaming Dark","CUTE WRIGGLY-WIGGLIES!
CRUSH PUNY ONES!",18,0,0,40,0,27520,0,15,0,0,12230,21400,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,"InstanceContentRewardItem#69",45,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,31,0,False,0,0
19,"InstanceContentType#2",0,90,False,"music/ffxiv/BGM_Rade_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1d410/dunfst1d410",4497567,19,"Colosseum#0",False,"","","BNpcBase#2346","Clear the White Hall","Tiny Keys",19,0,0,40,0,27520,0,15,0,0,12230,21400,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,"InstanceContentRewardItem#12",45,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,32,0,False,0,0
20,"InstanceContentType#2",0,90,False,"music/ffxiv/BGM_Rade_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1d610/dunsea1d610",4543710,20,"Colosseum#0",False,"Knowings of cheesemake is gobbie secret!","All cheese recipes are belong to Illuminati!","BNpcBase#2547","Clear Runstop Frontblock","Illuminati brainfruit is frontmost! Uplanders have no chance to survive! ",22,0,0,50,0,30580,0,20,0,0,13590,23780,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,"InstanceContentRewardItem#0",50,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,153,0,0,33,0,False,0,0
21,"InstanceContentType#2",0,90,False,,"music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1d710/dunwil1d710",4569373,21,"Colosseum#0",False,"","","BNpcBase#1197","This way lies the first stage! By way of a warm-up, your opponents will be beasts and mammets!","Run, my pretties, lest you feel the searing kiss of my magicks!",21,0,0,50,0,30580,0,20,0,0,13590,23780,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,"InstanceContentRewardItem#0",50,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,34,0,False,0,0
22,"InstanceContentType#2",0,90,False,,"music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1d510/dunfst1d510",4574827,22,"Colosseum#0",False,"","","BNpcBase#2564","Clear Halcyon Court","My long slumber...hath weakened me...",20,0,0,50,0,30580,0,20,0,0,13590,23780,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,"InstanceContentRewardItem#80",50,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,35,0,False,0,0
23,"InstanceContentType#2",0,90,False,"music/ffxiv/BGM_Dungeon_Lim_06.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1d510/dunsea1d510",4685110,23,"Colosseum#0",False,"","","BNpcBase#0","Defeat the sifakas","Dismember the arms and tentacles",23,0,0,60,0,33640,0,25,0,0,14950,26160,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,"InstanceContentRewardItem#0",55,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,36,0,False,0,0
24,"InstanceContentType#2",0,90,False,"music/ffxiv/BGM_Dungeon_Gri_07.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1d610/dunfst1d610",4660222,24,"Colosseum#0",False,"","","BNpcBase#0","Clear the interring chamber","Aaaaaaaaah!",24,0,0,60,0,33640,0,25,0,0,14950,26160,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,"InstanceContentRewardItem#68",55,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,37,0,False,0,0
25,"InstanceContentType#2",0,90,False,"music/ffxiv/BGM_Rade_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunroc/dunroc1d210/dunroc1d210",4616677,25,"Colosseum#0",False,"","","BNpcBase#0","Slay Gorynich","...D-Down to the last man?
We have failed...",25,0,0,60,0,33640,0,25,0,0,14950,26160,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,"InstanceContentRewardItem#15",55,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,38,0,False,0,0
26,"InstanceContentType#2",0,90,False,"music/ffxiv/BGM_Dungeon_Uru_07.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1d810/dunwil1d810",4877226,26,"Colosseum#0",False,"","","BNpcBase#0","Find a sun sphere","Rumble...rumble...",28,0,0,70,0,36690,0,35,0,0,16310,28540,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,"InstanceContentRewardItem#75",60,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,39,0,False,0,0
27,"InstanceContentType#2",0,90,False,"music/ffxiv/BGM_Dungeon_Ish_04.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunroc/dunroc1d310/dunroc1d310",4725496,27,"Colosseum#0",False,"","","BNpcBase#0","Tiny Key","Defeat Fenrir",26,0,0,70,0,36690,0,35,0,0,16310,28540,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,"InstanceContentRewardItem#74",60,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,40,0,False,0,0
28,"InstanceContentType#2",0,90,False,"music/ffxiv/BGM_Dungeon_Lim_07.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1d710/dunsea1d710",4878743,28,"Colosseum#0",False,"","","BNpcBase#0","Defeat Karlabos","H-How the hells did I miss!? That's <Emphasis>balls</Emphasis>, I tell ye!",27,0,0,70,0,36690,0,35,0,0,16310,28540,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,"InstanceContentRewardItem#7",60,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,127,0,0,41,0,False,0,0
29,"InstanceContentType#2",0,90,False,"music/ffxiv/BGM_Dungeon_Gri_08.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1d710/dunfst1d710",5018469,29,"Colosseum#0",False,"","","BNpcBase#0","Defeat Anchag","5 seconds to Crash Down...",31,0,0,80,0,39750,0,50,0,0,17670,30920,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,"InstanceContentRewardItem#10",65,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,42,0,False,0,0
30,"InstanceContentType#2",0,90,False,"music/ffxiv/BGM_Dungeon_Lim_08.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1d810/dunsea1d810",4898011,30,"Colosseum#0",False,"","","BNpcBase#0","Save the fleeing tonberries","Sick ones make sickness, Brother!
<Emphasis>Ehehehe, so badly will they ache</Emphasis>!",30,0,0,80,0,39750,0,50,0,0,17670,30920,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,"InstanceContentRewardItem#3",65,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,43,0,False,0,0
31,"InstanceContentType#2",0,90,False,"music/ex1/BGM_EX1_Dungeon_DravaniaL_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dundra/dundra2d310/dundra2d310",5330512,31,"Colosseum#0",False,"","","BNpcBase#3930","Defeat the demon tome","Argh, oil everywhere! You shall pay dearly, accursed mortals! ",44,6000,15900,0,0,79920,355200,0,0,0,35520,62160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177600,3600,"InstanceContentRewardItem#46",100,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,44,0,False,0,0
32,"InstanceContentType#2",0,90,False,"music/ffxiv/BGM_Dungeon_Mor_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunlak/dunlak1d110/dunlak1d110",5073636,32,"Colosseum#0",False,"","","BNpcBase#0","Clear the <Emphasis>Agrius</Emphasis> hull","Hearken to me, mortal, and thou shalt know I am thy lord.",29,0,0,80,0,39750,0,50,0,0,17670,30920,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,"InstanceContentRewardItem#101",65,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,59,0,False,0,0,0,0,45,0,False,0,0
33,"InstanceContentType#2",0,90,False,"music/ex1/BGM_EX1_Dungeon_Abaracia_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunabr/dunabr2d210/dunabr2d210",5614685,33,"Colosseum#0",False,"","","BNpcBase#3740","Thunder Eggs","The clouds come, and the skies darken...
No... This cannot...be...",46,0,0,30,0,34520,0,10,0,0,15340,26850,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,"InstanceContentRewardItem#85",40,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,46,0,False,0,0
34,"InstanceContentType#2",0,90,False,"","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunroc/dunroc2d210/dunroc2d210",5578485,34,"Colosseum#0",False,"","","BNpcBase#3642","Defeat Ser Adelphel","What!? No... NO!",43,6000,15400,0,0,77180,343000,0,0,0,34300,60030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171500,3480,"InstanceContentRewardItem#51",100,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,47,0,False,0,0
35,"InstanceContentType#2",0,90,False,"music/ex1/BGM_EX1_Dungeon_MagicC_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunabr/dunabr2d310/dunabr2d310",5615552,35,"Colosseum#0",False,"","","BNpcBase#3434","Clear the history gallery","Repository node system failure imminent.
Disabling reality augmentation protocol.",47,0,0,30,0,34520,0,10,0,0,15340,26850,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,"InstanceContentRewardItem#84",40,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,48,0,False,0,0
36,"InstanceContentType#2",0,90,False,"music/ex1/BGM_EX1_Dungeon_IshSebu_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunroc/dunroc2d110/dunroc2d110",5653695,36,"Colosseum#0",False,"","","BNpcBase#3409","Clear the outer training grounds","Clear the keep",40,6000,13600,0,0,68450,304200,0,0,0,30420,53240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152100,3120,"InstanceContentRewardItem#47",100,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,49,0,False,0,0
37,"InstanceContentType#2",0,90,False,"music/ex1/BGM_EX1_Dungeon_DravaniaH_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dundra/dundra2d110/dundra2d110",5777405,37,"Colosseum#0",False,"","","BNpcBase#3798","Defeat Raskovnik","Nidhogg, my beloved...
Avenge me...",41,6000,14200,0,0,71420,317400,0,0,0,31740,55550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158700,3240,"InstanceContentRewardItem#48",100,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,50,0,False,0,0
38,"InstanceContentType#2",0,90,False,"music/ex1/BGM_EX1_Dungeon_MagicC_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunabr/dunabr2d110/dunabr2d110",5783033,38,"Colosseum#0",False,"","","BNpcBase#3823","Clear Analysis and Proving","Our might knows no bounds!",45,0,0,100,0,43160,0,60,0,0,9590,14390,28770,0,0,15,30,45,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,"InstanceContentRewardItem#70",50,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,71,0,False,0,0,0,0,51,0,False,0,0
39,"InstanceContentType#2",0,90,False,"music/ex1/BGM_EX1_Dungeon_DravaniaC_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/heavna/heavna33310/heavna33310",5724514,39,"Colosseum#0",False,"","","BNpcBase#3458","Clear the Aery exterior","Treacherous mortals!",42,6000,14800,0,0,74390,330600,0,0,0,33060,57860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165300,3360,"InstanceContentRewardItem#49",100,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,62,0,False,0,92,0,0,52,0,False,0,0
40,"InstanceContentType#2",0,90,False,"music/ex1/BGM_EX1_Dungeon_Sirius_Lighthouse.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunsea/dunsea1d910/dunsea1d910",5963638,40,"Colosseum#0",False,"","","BNpcBase#4576","Arrive in the fuel chamber","Secure Incubator 66",49,0,0,40,0,34520,0,15,0,0,15340,26850,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,"InstanceContentRewardItem#52",40,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,53,0,False,0,0
41,"InstanceContentType#2",0,90,False,"music/ex1/BGM_EX1_Dungeon_botanical_gardens.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dundra/dundra2d410/dundra2d410",6034561,41,"Colosseum#0",False,"","","BNpcBase#4658","Clear Telmatology","Clear the Study",48,0,0,40,0,34520,0,15,0,0,15340,26850,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,"InstanceContentRewardItem#53",40,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,54,0,False,0,0
42,"InstanceContentType#2",0,90,False,"music/ex1/BGM_EX1_Dungeon_Komuda2.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunfst/dunfst1d810/dunfst1d810",6159126,140,"Colosseum#0",False,"","","BNpcBase#4747","Unfortunate eggs destroyed","This...cannot...be...
My purpose...is failed...",51,0,0,50,0,38840,0,20,0,0,17260,30210,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,3600,"InstanceContentRewardItem#72",45,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,0,False,0,0,0,0,55,0,False,0,0
